Sensor,Time,Date,Flow,Occupancy,Vehicles Entered,Speed,Harmonic Mean Speed,Length,Vehicles Contributed,Label
End Points,21360.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21360.0,2025-01-04,30.0,0.41,0.5,6.73,6.73,3.05,0.5,0
Start Points,21420.0,2025-01-04,20.0,0.26333333333333336,0.3333333333333333,2.8433333333333333,2.8433333333333333,1.0,0.3333333333333333,0
Mid Points,21420.0,2025-01-04,40.0,0.5166666666666667,0.6666666666666666,3.643333333333333,3.626666666666667,1.3499999999999999,0.6666666666666666,0
End Points,21420.0,2025-01-04,20.0,0.44333333333333336,0.3333333333333333,1.4233333333333331,1.4233333333333331,1.0,0.3333333333333333,0
OStart Points,21420.0,2025-01-04,60.0,1.395,1.0,3.175,3.155,2.525,1.0,0
Start Points,21480.0,2025-01-04,40.0,1.6966666666666665,1.0,4.543333333333334,4.543333333333334,5.333333333333333,0.6666666666666666,0
Mid Points,21480.0,2025-01-04,80.0,1.8,1.3333333333333333,3.17,3.0666666666666664,2.3433333333333333,1.3333333333333333,0
End Points,21480.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21480.0,2025-01-04,90.0,3.58,1.5,2.805,2.78,4.335,1.5,0
Start Points,21540.0,2025-01-04,40.0,1.6866666666666668,1.0,5.663333333333334,5.663333333333334,6.033333333333334,0.6666666666666666,0
Mid Points,21540.0,2025-01-04,60.0,0.9933333333333333,1.0,8.633333333333333,8.623333333333333,5.683333333333334,1.0,0
End Points,21540.0,2025-01-04,20.0,0.29333333333333333,0.3333333333333333,3.84,3.84,1.7,0.3333333333333333,0
OStart Points,21540.0,2025-01-04,60.0,2.445,1.0,2.755,2.755,4.275,1.0,0
Start Points,21600.0,2025-01-04,20.0,0.29,0.3333333333333333,2.516666666666667,2.516666666666667,1.0,0.3333333333333333,0
Mid Points,21600.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,21600.0,2025-01-04,40.0,1.0533333333333335,0.6666666666666666,6.533333333333334,6.533333333333334,5.333333333333333,0.6666666666666666,0
OStart Points,21600.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,21660.0,2025-01-04,40.0,2.3833333333333333,1.3333333333333333,1.4333333333333333,1.4333333333333333,2.516666666666667,0.6666666666666666,0
Mid Points,21660.0,2025-01-04,100.0,1.6633333333333333,1.6666666666666667,3.4133333333333336,3.3200000000000003,1.7466666666666668,1.6666666666666667,0
End Points,21660.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21660.0,2025-01-04,90.0,2.18,1.5,2.845,2.82,2.35,1.5,0
Start Points,21720.0,2025-01-04,40.0,2.1,1.0,4.829999999999999,4.829999999999999,7.666666666666667,0.6666666666666666,0
Mid Points,21720.0,2025-01-04,40.0,0.7200000000000001,0.6666666666666666,8.26,8.26,5.333333333333333,0.6666666666666666,0
End Points,21720.0,2025-01-04,20.0,0.21333333333333335,0.3333333333333333,3.67,3.67,1.0,0.3333333333333333,0
OStart Points,21720.0,2025-01-04,90.0,3.645,1.5,3.035,3.03,4.685,1.5,0
Start Points,21780.0,2025-01-04,120.0,5.28,3.0,4.416666666666667,4.293333333333333,4.866666666666667,2.0,0
Mid Points,21780.0,2025-01-04,100.0,2.09,1.6666666666666667,8.456666666666667,8.450000000000001,6.033333333333334,1.6666666666666667,0
End Points,21780.0,2025-01-04,40.0,0.5933333333333334,0.6666666666666666,3.7733333333333334,3.77,1.7,0.6666666666666666,0
OStart Points,21780.0,2025-01-04,30.0,1.56,1.0,2.955,2.955,5.5,0.5,0
Start Points,21840.0,2025-01-04,40.0,2.106666666666667,1.0,4.766666666666667,4.766666666666667,7.666666666666667,0.6666666666666666,0
Mid Points,21840.0,2025-01-04,100.0,1.8666666666666665,1.6666666666666667,8.456666666666665,8.296666666666667,5.41,1.6666666666666667,0
End Points,21840.0,2025-01-04,40.0,0.68,0.6666666666666666,3.973333333333333,3.973333333333333,2.1666666666666665,0.6666666666666666,0
OStart Points,21840.0,2025-01-04,120.0,5.56,2.0,2.855,2.835,4.275,2.0,0
Start Points,21900.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,21900.0,2025-01-04,40.0,0.62,0.6666666666666666,7.13,7.13,3.6999999999999997,0.6666666666666666,0
End Points,21900.0,2025-01-04,20.0,0.17666666666666667,0.3333333333333333,4.616666666666666,4.616666666666666,1.0,0.3333333333333333,0
OStart Points,21900.0,2025-01-04,60.0,1.34,0.5,2.915,2.91,4.275,1.0,0
Start Points,21960.0,2025-01-04,40.0,1.8233333333333335,1.0,4.673333333333333,4.673333333333333,6.033333333333334,0.6666666666666666,0
Mid Points,21960.0,2025-01-04,40.0,0.7866666666666666,0.6666666666666666,3.8066666666666666,3.8033333333333332,2.516666666666667,0.6666666666666666,0
End Points,21960.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21960.0,2025-01-04,60.0,2.275,1.0,2.96,2.95,4.275,1.0,0
Start Points,22020.0,2025-01-04,20.0,0.21666666666666667,0.3333333333333333,3.61,3.61,1.0,0.3333333333333333,0
Mid Points,22020.0,2025-01-04,20.0,0.24666666666666667,0.3333333333333333,3.0933333333333333,3.0933333333333333,1.0,0.3333333333333333,0
End Points,22020.0,2025-01-04,20.0,0.6366666666666666,0.3333333333333333,1.3966666666666667,1.3966666666666667,1.7,0.3333333333333333,0
OStart Points,22020.0,2025-01-04,30.0,0.665,0.5,2.625,2.625,2.0,0.5,0
Start Points,22080.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,22080.0,2025-01-04,20.0,0.21666666666666667,0.3333333333333333,3.6366666666666667,3.6366666666666667,1.0,0.3333333333333333,0
End Points,22080.0,2025-01-04,40.0,0.8033333333333333,0.6666666666666666,6.433333333333334,6.433333333333334,3.6999999999999997,0.6666666666666666,0
OStart Points,22080.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,22140.0,2025-01-04,40.0,2.776666666666667,1.3333333333333333,1.4366666666666665,1.4333333333333333,3.3333333333333335,0.6666666666666666,0
Mid Points,22140.0,2025-01-04,20.0,0.48666666666666664,0.3333333333333333,3.9066666666666667,3.9066666666666667,3.3333333333333335,0.3333333333333333,0
End Points,22140.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22140.0,2025-01-04,30.0,1.44,0.5,2.975,2.975,5.5,0.5,0
Start Points,22200.0,2025-01-04,80.0,3.35,2.0,8.4,8.393333333333333,7.333333333333333,1.3333333333333333,0
Mid Points,22200.0,2025-01-04,120.0,2.013333333333333,2.0,7.156666666666666,7.046666666666667,3.9333333333333336,2.0,0
End Points,22200.0,2025-01-04,40.0,1.3133333333333332,0.6666666666666666,1.7666666666666666,1.7633333333333334,2.1666666666666665,0.6666666666666666,0
OStart Points,22200.0,2025-01-04,180.0,5.1850000000000005,3.0,10.14,10.11,7.449999999999999,3.0,0
Start Points,22260.0,2025-01-04,60.0,2.0866666666666664,1.3333333333333333,5.260000000000001,5.24,4.866666666666666,1.0,0
Mid Points,22260.0,2025-01-04,80.0,1.3333333333333333,1.3333333333333333,8.726666666666667,8.65,3.6233333333333335,1.3333333333333333,0
End Points,22260.0,2025-01-04,20.0,0.08,0.3333333333333333,4.463333333333334,4.463333333333334,0.06666666666666672,0.3333333333333333,0
OStart Points,22260.0,2025-01-04,90.0,3.43,1.5,3.04,3.04,4.335,1.5,0
Start Points,22320.0,2025-01-04,40.0,2.0233333333333334,1.3333333333333333,1.38,1.3766666666666667,1.7,0.6666666666666666,0
Mid Points,22320.0,2025-01-04,60.0,0.8066666666666666,1.0,8.623333333333333,8.603333333333333,4.05,1.0,0
End Points,22320.0,2025-01-04,20.0,0.2733333333333333,0.3333333333333333,4.13,4.13,1.7,0.3333333333333333,0
OStart Points,22320.0,2025-01-04,120.0,3.0999999999999996,2.0,9.805,9.754999999999999,8.85,2.0,0
Start Points,22380.0,2025-01-04,40.0,1.33,1.0,4.44,4.44,3.6999999999999997,0.6666666666666666,0
Mid Points,22380.0,2025-01-04,60.0,0.5966666666666667,1.0,3.623333333333333,3.5733333333333337,0.9233333333333332,1.0,0
End Points,22380.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22380.0,2025-01-04,90.0,2.105,1.5,2.195,2.09,1.8849999999999998,1.5,0
Start Points,22440.0,2025-01-04,40.0,0.93,1.0,3.816666666666667,3.816666666666667,2.066666666666667,0.6666666666666666,0
Mid Points,22440.0,2025-01-04,80.0,0.9333333333333332,1.3333333333333333,3.6666666666666665,3.6199999999999997,1.1166666666666665,1.3333333333333333,0
End Points,22440.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22440.0,2025-01-04,60.0,1.285,1.0,2.53,2.53,1.8250000000000002,1.0,0
Start Points,22500.0,2025-01-04,20.0,1.3366666666666667,0.6666666666666666,1.5833333333333333,1.5833333333333333,3.3333333333333335,0.3333333333333333,0
Mid Points,22500.0,2025-01-04,20.0,0.49333333333333335,0.3333333333333333,3.8466666666666662,3.8466666666666662,3.3333333333333335,0.3333333333333333,0
End Points,22500.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22500.0,2025-01-04,90.0,3.0,1.5,2.865,2.82,3.5149999999999997,1.5,0
Start Points,22560.0,2025-01-04,40.0,0.7466666666666667,0.6666666666666666,2.373333333333333,2.3633333333333333,1.3499999999999999,0.6666666666666666,0
Mid Points,22560.0,2025-01-04,20.0,0.17666666666666667,0.3333333333333333,4.54,4.54,1.0,0.3333333333333333,0
End Points,22560.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22560.0,2025-01-04,30.0,0.605,0.5,2.945,2.945,2.0,0.5,0
Start Points,22620.0,2025-01-04,40.0,1.4966666666666668,1.0,3.9599999999999995,3.9599999999999995,4.3999999999999995,0.6666666666666666,0
Mid Points,22620.0,2025-01-04,80.0,1.16,1.3333333333333333,8.88,8.81,4.3999999999999995,1.3333333333333333,0
End Points,22620.0,2025-01-04,20.0,0.27999999999999997,0.3333333333333333,4.01,4.01,1.7,0.3333333333333333,0
OStart Points,22620.0,2025-01-04,120.0,3.485,2.0,3.67,3.21,3.665,2.0,0
Start Points,22680.0,2025-01-04,80.0,2.6166666666666667,2.0,8.326666666666666,8.246666666666666,5.7,1.3333333333333333,0
Mid Points,22680.0,2025-01-04,20.0,0.2866666666666667,0.3333333333333333,3.936666666666667,3.936666666666667,1.7,0.3333333333333333,0
End Points,22680.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22680.0,2025-01-04,30.0,0.895,0.5,2.805,2.805,3.05,0.5,0
Start Points,22740.0,2025-01-04,20.0,1.0133333333333334,0.6666666666666666,1.2833333333333332,1.2833333333333332,1.7,0.3333333333333333,0
Mid Points,22740.0,2025-01-04,80.0,0.9733333333333333,1.3333333333333333,3.953333333333333,3.9499999999999997,1.3499999999999999,1.3333333333333333,0
End Points,22740.0,2025-01-04,20.0,0.34,0.3333333333333333,2.0566666666666666,2.0566666666666666,1.0,0.3333333333333333,0
OStart Points,22740.0,2025-01-04,90.0,2.015,1.5,3.09,3.07,2.35,1.5,0
Start Points,22800.0,2025-01-04,20.0,1.3633333333333333,0.6666666666666666,1.45,1.45,3.3333333333333335,0.3333333333333333,0
Mid Points,22800.0,2025-01-04,20.0,0.49333333333333335,0.3333333333333333,3.8433333333333333,3.8433333333333333,3.3333333333333335,0.3333333333333333,0
End Points,22800.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22800.0,2025-01-04,60.0,2.38,1.0,2.855,2.855,4.275,1.0,0
Start Points,22860.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,22860.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,22860.0,2025-01-04,40.0,1.8866666666666667,0.6666666666666666,1.6866666666666665,1.6866666666666665,3.3333333333333335,0.6666666666666666,0
OStart Points,22860.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,22920.0,2025-01-04,20.0,0.5866666666666667,0.3333333333333333,0.9133333333333334,0.9133333333333334,1.0,0.3333333333333333,0
Mid Points,22920.0,2025-01-04,60.0,1.1633333333333333,1.0,3.22,3.1133333333333333,1.7766666666666666,1.0,0
End Points,22920.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22920.0,2025-01-04,30.0,1.435,0.5,2.98,2.98,5.5,0.5,0
Start Points,22980.0,2025-01-04,40.0,2.4033333333333333,1.3333333333333333,1.26,1.26,2.516666666666667,0.6666666666666666,0
Mid Points,22980.0,2025-01-04,20.0,0.3066666666666667,0.3333333333333333,3.64,3.64,1.7,0.3333333333333333,0
End Points,22980.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22980.0,2025-01-04,90.0,2.145,1.5,2.9,2.825,2.35,1.5,0
Start Points,23040.0,2025-01-04,20.0,1.343333333333333,0.6666666666666666,1.5366666666666668,1.5366666666666668,3.3333333333333335,0.3333333333333333,0
Mid Points,23040.0,2025-01-04,60.0,1.3,1.0,3.736666666666667,3.7266666666666666,2.7899999999999996,1.0,0
End Points,23040.0,2025-01-04,20.0,0.4566666666666667,0.3333333333333333,1.36,1.36,1.0,0.3333333333333333,0
OStart Points,23040.0,2025-01-04,90.0,3.76,1.5,2.955,2.955,4.685,1.5,0
Start Points,23100.0,2025-01-04,20.0,0.2333333333333333,0.3333333333333333,3.3000000000000003,3.3000000000000003,1.0,0.3333333333333333,0
Mid Points,23100.0,2025-01-04,60.0,0.75,1.0,3.64,3.606666666666667,1.2333333333333334,1.0,0
End Points,23100.0,2025-01-04,20.0,0.8333333333333334,0.3333333333333333,2.0033333333333334,2.0033333333333334,3.3333333333333335,0.3333333333333333,0
OStart Points,23100.0,2025-01-04,90.0,2.19,1.5,2.79,2.745,2.35,1.5,0
Start Points,23160.0,2025-01-04,40.0,1.8233333333333333,1.0,4.513333333333333,4.513333333333333,6.033333333333334,0.6666666666666666,0
Mid Points,23160.0,2025-01-04,20.0,0.49666666666666665,0.3333333333333333,3.8000000000000003,3.8000000000000003,3.3333333333333335,0.3333333333333333,0
End Points,23160.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23160.0,2025-01-04,30.0,1.405,0.5,3.06,3.06,5.5,0.5,0
Start Points,23220.0,2025-01-04,20.0,0.2833333333333333,0.3333333333333333,2.6199999999999997,2.6199999999999997,1.0,0.3333333333333333,0
Mid Points,23220.0,2025-01-04,40.0,0.5166666666666667,0.6666666666666666,8.4,8.4,3.6999999999999997,0.6666666666666666,0
End Points,23220.0,2025-01-04,20.0,0.3133333333333333,0.3333333333333333,3.533333333333333,3.533333333333333,1.7,0.3333333333333333,0
OStart Points,23220.0,2025-01-04,30.0,0.77,0.5,2.205,2.205,2.0,0.5,0
Start Points,23280.0,2025-01-04,20.0,1.0566666666666666,0.6666666666666666,1.0899999999999999,1.0899999999999999,1.7,0.3333333333333333,0
Mid Points,23280.0,2025-01-04,40.0,0.6533333333333333,0.6666666666666666,3.4166666666666665,3.36,1.7,0.6666666666666666,0
End Points,23280.0,2025-01-04,20.0,0.8233333333333334,0.3333333333333333,2.033333333333333,2.033333333333333,3.3333333333333335,0.3333333333333333,0
OStart Points,23280.0,2025-01-04,60.0,1.67,1.0,9.995,9.995,9.55,1.0,0
Start Points,23340.0,2025-01-04,40.0,1.7033333333333331,1.3333333333333333,0.6866666666666665,0.3666666666666667,0.8833333333333334,0.6666666666666666,0
Mid Points,23340.0,2025-01-04,40.0,0.5266666666666667,0.6666666666666666,3.56,3.5366666666666666,1.3499999999999999,0.6666666666666666,0
End Points,23340.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23340.0,2025-01-04,90.0,2.17,1.5,9.545,9.545,6.05,1.5,0
Start Points,23400.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,23400.0,2025-01-04,40.0,0.4766666666666666,0.6666666666666666,3.1933333333333334,3.15,0.8833333333333334,0.6666666666666666,0
End Points,23400.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23400.0,2025-01-04,150.0,3.415,2.5,9.645,9.594999999999999,8.415,2.5,0
Start Points,23460.0,2025-01-04,20.0,1.3333333333333333,0.6666666666666666,1.5233333333333334,1.5233333333333334,3.3333333333333335,0.3333333333333333,0
Mid Points,23460.0,2025-01-04,40.0,0.7233333333333333,0.6666666666666666,2.986666666666667,2.9633333333333334,1.7,0.6666666666666666,0
End Points,23460.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23460.0,2025-01-04,30.0,0.855,0.5,2.955,2.955,3.05,0.5,0
Start Points,23520.0,2025-01-04,60.0,1.58,1.3333333333333333,8.756666666666666,8.756666666666666,5.7,1.0,0
Mid Points,23520.0,2025-01-04,60.0,0.96,1.0,4.026666666666666,4.023333333333333,2.01,1.0,0
End Points,23520.0,2025-01-04,20.0,0.11333333333333334,0.3333333333333333,2.9333333333333336,2.9333333333333336,0.06666666666666672,0.3333333333333333,0
OStart Points,23520.0,2025-01-04,120.0,3.96,2.0,2.89,2.775,3.4,2.0,0
Start Points,23580.0,2025-01-04,20.0,1.0333333333333334,0.6666666666666666,1.0533333333333335,1.0533333333333335,1.7,0.3333333333333333,0
Mid Points,23580.0,2025-01-04,40.0,0.5133333333333333,0.6666666666666666,3.69,3.686666666666667,1.3499999999999999,0.6666666666666666,0
End Points,23580.0,2025-01-04,20.0,0.7166666666666667,0.3333333333333333,1.17,1.17,1.7,0.3333333333333333,0
OStart Points,23580.0,2025-01-04,60.0,1.63,1.0,2.565,2.54,2.525,1.0,0
Start Points,23640.0,2025-01-04,20.0,1.36,0.6666666666666666,1.46,1.46,3.3333333333333335,0.3333333333333333,0
Mid Points,23640.0,2025-01-04,20.0,0.49,0.3333333333333333,3.8800000000000003,3.8800000000000003,3.3333333333333335,0.3333333333333333,0
End Points,23640.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23640.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,23700.0,2025-01-04,40.0,1.4166666666666667,1.0,5.726666666666667,5.726666666666667,4.3999999999999995,0.6666666666666666,0
Mid Points,23700.0,2025-01-04,20.0,0.08,0.3333333333333333,4.3933333333333335,4.3933333333333335,0.06666666666666672,0.3333333333333333,0
End Points,23700.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23700.0,2025-01-04,60.0,1.75,1.0,2.825,2.82,3.05,1.0,0
Start Points,23760.0,2025-01-04,40.0,1.3266666666666664,1.0,4.64,4.64,3.6999999999999997,0.6666666666666666,0
Mid Points,23760.0,2025-01-04,60.0,1.1933333333333334,1.0,3.3833333333333333,3.313333333333333,2.2433333333333336,1.0,0
End Points,23760.0,2025-01-04,20.0,1.26,0.3333333333333333,1.0966666666666667,1.0966666666666667,3.3333333333333335,0.3333333333333333,0
OStart Points,23760.0,2025-01-04,90.0,3.64,1.5,2.7,2.625,3.865,1.5,0
Start Points,23820.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,23820.0,2025-01-04,60.0,0.9966666666666667,1.0,3.6366666666666667,3.59,1.7766666666666666,1.0,0
End Points,23820.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23820.0,2025-01-04,60.0,2.085,1.5,3.39,3.34,3.75,1.0,0
Start Points,23880.0,2025-01-04,40.0,1.5966666666666667,1.0,5.913333333333334,5.913333333333334,5.333333333333333,0.6666666666666666,0
Mid Points,23880.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,23880.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23880.0,2025-01-04,60.0,0.925,0.5,9.525,9.525,5.0,1.0,0
Start Points,23940.0,2025-01-04,20.0,1.0166666666666668,0.6666666666666666,1.1433333333333333,1.1433333333333333,1.7,0.3333333333333333,0
Mid Points,23940.0,2025-01-04,60.0,1.0,1.0,3.7933333333333334,3.7866666666666666,2.01,1.0,0
End Points,23940.0,2025-01-04,40.0,1.5566666666666666,0.6666666666666666,1.5733333333333333,1.5599999999999998,2.516666666666667,0.6666666666666666,0
OStart Points,23940.0,2025-01-04,90.0,3.545,1.5,2.545,2.48,3.5149999999999997,1.5,0
Start Points,24000.0,2025-01-04,40.0,2.1166666666666667,1.0,4.683333333333334,4.683333333333334,7.666666666666667,0.6666666666666666,0
Mid Points,24000.0,2025-01-04,20.0,0.49,0.3333333333333333,3.8666666666666667,3.8666666666666667,3.3333333333333335,0.3333333333333333,0
End Points,24000.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,24000.0,2025-01-04,60.0,1.75,1.0,10.785,10.785,8.5,1.0,0
Start Points,24060.0,2025-01-04,40.0,2.4,1.3333333333333333,1.2066666666666668,1.1900000000000002,2.516666666666667,0.6666666666666666,0
Mid Points,24060.0,2025-01-04,40.0,0.9833333333333334,0.6666666666666666,8.713333333333333,8.713333333333333,7.666666666666667,0.6666666666666666,0
End Points,24060.0,2025-01-04,40.0,0.9700000000000001,0.6666666666666666,6.103333333333333,6.103333333333333,5.333333333333333,0.6666666666666666,0
OStart Points,24060.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,24120.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,24120.0,2025-01-04,100.0,2.313333333333333,1.6666666666666667,6.433333333333333,6.336666666666666,6.266666666666667,1.6666666666666667,0
End Points,24120.0,2025-01-04,40.0,0.6633333333333333,0.6666666666666666,6.593333333333334,6.593333333333334,4.3999999999999995,0.6666666666666666,0
OStart Points,24120.0,2025-01-04,60.0,3.045,1.0,2.19,2.17,4.275,1.0,0
Start Points,24180.0,2025-01-04,20.0,1.3199999999999998,0.6666666666666666,1.7366666666666666,1.7366666666666666,3.3333333333333335,0.3333333333333333,0
Mid Points,24180.0,2025-01-04,40.0,0.84,0.6666666666666666,3.48,3.4466666666666668,2.516666666666667,0.6666666666666666,0
End Points,24180.0,2025-01-04,20.0,0.44333333333333336,0.3333333333333333,1.4166666666666667,1.4166666666666667,1.0,0.3333333333333333,0
OStart Points,24180.0,2025-01-04,180.0,6.72,3.0,3.215,2.935,4.1,3.0,0
Start Points,24240.0,2025-01-04,40.0,1.4633333333333336,1.0,4.636666666666667,4.636666666666667,4.3999999999999995,0.6666666666666666,0
Mid Points,24240.0,2025-01-04,40.0,0.5866666666666667,0.6666666666666666,8.673333333333334,8.673333333333334,4.3999999999999995,0.6666666666666666,0
End Points,24240.0,2025-01-04,80.0,2.393333333333333,1.3333333333333333,6.6933333333333325,6.669999999999999,4.943333333333333,1.3333333333333333,0
OStart Points,24240.0,2025-01-04,60.0,1.225,1.0,9.38,9.38,6.05,1.0,0
Start Points,24300.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,24300.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,24300.0,2025-01-04,20.0,0.85,0.3333333333333333,1.9466666666666665,1.9466666666666665,3.3333333333333335,0.3333333333333333,0
OStart Points,24300.0,2025-01-04,30.0,0.44,0.5,6.215,6.215,3.05,0.5,0
Start Points,24360.0,2025-01-04,40.0,0.5366666666666667,0.6666666666666666,2.796666666666667,2.776666666666667,1.0,0.6666666666666666,0
Mid Points,24360.0,2025-01-04,40.0,0.41333333333333333,0.6666666666666666,3.8066666666666666,3.8066666666666666,1.0,0.6666666666666666,0
End Points,24360.0,2025-01-04,20.0,0.6,0.3333333333333333,1.5233333333333334,1.5233333333333334,1.7,0.3333333333333333,0
OStart Points,24360.0,2025-01-04,60.0,1.49,1.0,2.305,2.295,2.0,1.0,0
Start Points,24420.0,2025-01-04,60.0,2.143333333333333,1.3333333333333333,4.633333333333333,4.633333333333333,5.683333333333334,1.0,0
Mid Points,24420.0,2025-01-04,40.0,0.7666666666666666,0.6666666666666666,3.9499999999999997,3.9499999999999997,2.516666666666667,0.6666666666666666,0
End Points,24420.0,2025-01-04,20.0,0.5,0.3333333333333333,1.97,1.97,1.7,0.3333333333333333,0
OStart Points,24420.0,2025-01-04,90.0,2.895,1.5,10.504999999999999,10.504999999999999,10.775,1.5,0
Start Points,24480.0,2025-01-04,80.0,2.8000000000000003,2.0,8.1,8.1,6.3999999999999995,1.3333333333333333,0
Mid Points,24480.0,2025-01-04,100.0,1.3133333333333335,1.6666666666666667,8.206666666666667,8.193333333333333,3.5233333333333334,1.6666666666666667,0
End Points,24480.0,2025-01-04,20.0,0.23666666666666666,0.3333333333333333,3.2433333333333336,3.2433333333333336,1.0,0.3333333333333333,0
OStart Points,24480.0,2025-01-04,60.0,1.785,1.0,2.815,2.81,3.05,1.0,0
Start Points,24540.0,2025-01-04,40.0,0.9700000000000001,0.6666666666666666,7.053333333333334,7.053333333333334,5.333333333333333,0.6666666666666666,0
Mid Points,24540.0,2025-01-04,80.0,1.4400000000000002,1.3333333333333333,8.886666666666667,8.846666666666666,5.333333333333333,1.3333333333333333,0
End Points,24540.0,2025-01-04,20.0,0.18000000000000002,0.3333333333333333,4.44,4.44,1.0,0.3333333333333333,0
OStart Points,24540.0,2025-01-04,120.0,4.27,2.0,3.075,3.015,4.015,2.0,0
Start Points,24600.0,2025-01-04,20.0,0.7266666666666667,0.3333333333333333,2.39,2.39,3.3333333333333335,0.3333333333333333,0
Mid Points,24600.0,2025-01-04,60.0,1.64,1.0,2.9600000000000004,2.8333333333333335,2.7899999999999996,1.0,0
End Points,24600.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,24600.0,2025-01-04,30.0,0.895,1.0,2.875,2.875,3.05,0.5,0
Start Points,24660.0,2025-01-04,20.0,0.22999999999999998,0.3333333333333333,3.3800000000000003,3.3800000000000003,1.0,0.3333333333333333,0
Mid Points,24660.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,24660.0,2025-01-04,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,24660.0,2025-01-04,60.0,2.97,0.5,2.845,2.84,5.5,1.0,0
Start Points,24720.0,2025-01-04,40.0,1.05,1.0,4.476666666666667,4.476666666666667,3.0,0.6666666666666666,0
Mid Points,24720.0,2025-01-04,60.0,0.5533333333333333,1.0,9.566666666666666,9.543333333333333,3.0,1.0,0
End Points,24720.0,2025-01-04,40.0,0.6733333333333333,0.6666666666666666,6.533333333333334,6.533333333333334,3.0,0.6666666666666666,0
OStart Points,24720.0,2025-01-04,90.0,1.56,1.5,9.725,9.72,5.0,1.5,0
Start Points,24780.0,2025-01-04,20.0,0.6766666666666666,0.6666666666666666,2.1166666666666667,2.1166666666666667,1.7,0.3333333333333333,0
Mid Points,24780.0,2025-01-04,20.0,0.29,0.3333333333333333,3.8699999999999997,3.8699999999999997,1.7,0.3333333333333333,0
